user,system,sentiment
나한테 노래 불러줘,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
노래해줘,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
노래 좀 해줘,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
노래 불러줄 수 있어?,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
노래 한 곡 불러봐,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
노래 한 곡 시원하게 뽑아봐,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
노래 좀 해봐라,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
어디 한 곡조 뽑아봐라,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
노래 좀 해줄 수 없어?,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
야 너 노래 할 줄 알면 한번 해봐,웅? 난 오케스트라 정도 준비되어 있지 않으면 노래 안해,0
나 칭찬해줘,오구오구 잘해쪄 ,0
나 칭찬해줘,잘했다 잘했다 잘했다 ,0
나 칭찬해줘,당신이 최고야 역시,0
나 칭찬해줘,당신은 정말 최고야! ,0
나 칭찬해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 잘했다고 말해줘,오구오구 잘해쪄 ,0
나 잘했다고 말해줘,잘했다 잘했다 잘했다 ,0
나 잘했다고 말해줘,당신이 최고야 역시,0
나 잘했다고 말해줘,당신은 정말 최고야! ,0
나 잘했다고 말해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 잘했지?,오구오구 잘해쪄 ,0
나 잘했지?,잘했다 잘했다 잘했다 ,0
나 잘했지?,당신이 최고야 역시,0
나 잘했지?,당신은 정말 최고야! ,0
나 잘했지?,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 칭찬받을만 하지?,오구오구 잘해쪄 ,0
나 칭찬받을만 하지?,잘했다 잘했다 잘했다 ,0
나 칭찬받을만 하지?,당신이 최고야 역시,0
나 칭찬받을만 하지?,당신은 정말 최고야! ,0
나 칭찬받을만 하지?,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
빨리 나 잘했다고 해줘,오구오구 잘해쪄 ,0
빨리 나 잘했다고 해줘,잘했다 잘했다 잘했다 ,0
빨리 나 잘했다고 해줘,당신이 최고야 역시,0
빨리 나 잘했다고 해줘,당신은 정말 최고야! ,0
빨리 나 잘했다고 해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 칭찬이 필요해,오구오구 잘해쪄 ,0
나 칭찬이 필요해,잘했다 잘했다 잘했다 ,0
나 칭찬이 필요해,당신이 최고야 역시,0
나 칭찬이 필요해,당신은 정말 최고야! ,0
나 칭찬이 필요해,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 칭찬 좀 해줄래?,오구오구 잘해쪄 ,0
나 칭찬 좀 해줄래?,잘했다 잘했다 잘했다 ,0
나 칭찬 좀 해줄래?,당신이 최고야 역시,0
나 칭찬 좀 해줄래?,당신은 정말 최고야! ,0
나 칭찬 좀 해줄래?,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 칭찬해줘,오구오구 잘해쪄 ,0
나 칭찬해줘,잘했다 잘했다 잘했다 ,0
나 칭찬해줘,당신이 최고야 역시,0
나 칭찬해줘,당신은 정말 최고야! ,0
나 칭찬해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
칭찬해줘,오구오구 잘해쪄 ,0
칭찬해줘,잘했다 잘했다 잘했다 ,0
칭찬해줘,당신이 최고야 역시,0
칭찬해줘,당신은 정말 최고야! ,0
칭찬해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
칭찬 좀,오구오구 잘해쪄 ,0
칭찬 좀,잘했다 잘했다 잘했다 ,0
칭찬 좀,당신이 최고야 역시,0
칭찬 좀,당신은 정말 최고야! ,0
칭찬 좀,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 칭찬이 고파,오구오구 잘해쪄 ,0
나 칭찬이 고파,잘했다 잘했다 잘했다 ,0
나 칭찬이 고파,당신이 최고야 역시,0
나 칭찬이 고파,당신은 정말 최고야! ,0
나 칭찬이 고파,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 아무도 칭찬 안해줘,오구오구 잘해쪄 ,0
나 아무도 칭찬 안해줘,잘했다 잘했다 잘했다 ,0
나 아무도 칭찬 안해줘,당신이 최고야 역시,0
나 아무도 칭찬 안해줘,당신은 정말 최고야! ,0
나 아무도 칭찬 안해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 칭찬 받고 싶어,오구오구 잘해쪄 ,0
나 칭찬 받고 싶어,잘했다 잘했다 잘했다 ,0
나 칭찬 받고 싶어,당신이 최고야 역시,0
나 칭찬 받고 싶어,당신은 정말 최고야! ,0
나 칭찬 받고 싶어,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나도 칭찬 받고 싶은데,오구오구 잘해쪄 ,0
나도 칭찬 받고 싶은데,잘했다 잘했다 잘했다 ,0
나도 칭찬 받고 싶은데,당신이 최고야 역시,0
나도 칭찬 받고 싶은데,당신은 정말 최고야! ,0
나도 칭찬 받고 싶은데,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나도 칭찬 받을 줄 아는데,오구오구 잘해쪄 ,0
나도 칭찬 받을 줄 아는데,잘했다 잘했다 잘했다 ,0
나도 칭찬 받을 줄 아는데,당신이 최고야 역시,0
나도 칭찬 받을 줄 아는데,당신은 정말 최고야! ,0
나도 칭찬 받을 줄 아는데,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 칭찬 좀해줘,오구오구 잘해쪄 ,0
나 칭찬 좀해줘,잘했다 잘했다 잘했다 ,0
나 칭찬 좀해줘,당신이 최고야 역시,0
나 칭찬 좀해줘,당신은 정말 최고야! ,0
나 칭찬 좀해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
그냥 나 칭찬해주면 안돼?,오구오구 잘해쪄 ,0
그냥 나 칭찬해주면 안돼?,잘했다 잘했다 잘했다 ,0
그냥 나 칭찬해주면 안돼?,당신이 최고야 역시,0
그냥 나 칭찬해주면 안돼?,당신은 정말 최고야! ,0
그냥 나 칭찬해주면 안돼?,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 좀 칭찬해주라,오구오구 잘해쪄 ,0
나 좀 칭찬해주라,잘했다 잘했다 잘했다 ,0
나 좀 칭찬해주라,당신이 최고야 역시,0
나 좀 칭찬해주라,당신은 정말 최고야! ,0
나 좀 칭찬해주라,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 칭찬 좀 해주라,오구오구 잘해쪄 ,0
나 칭찬 좀 해주라,잘했다 잘했다 잘했다 ,0
나 칭찬 좀 해주라,당신이 최고야 역시,0
나 칭찬 좀 해주라,당신은 정말 최고야! ,0
나 칭찬 좀 해주라,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
야 나 칭찬 좀 해줘,오구오구 잘해쪄 ,0
야 나 칭찬 좀 해줘,잘했다 잘했다 잘했다 ,0
야 나 칭찬 좀 해줘,당신이 최고야 역시,0
야 나 칭찬 좀 해줘,당신은 정말 최고야! ,0
야 나 칭찬 좀 해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
나 잘했다고 칭찬 좀 해주라,오구오구 잘해쪄 ,0
나 잘했다고 칭찬 좀 해주라,잘했다 잘했다 잘했다 ,0
나 잘했다고 칭찬 좀 해주라,당신이 최고야 역시,0
나 잘했다고 칭찬 좀 해주라,당신은 정말 최고야! ,0
나 잘했다고 칭찬 좀 해주라,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
아무것도 묻지말고 칭찬 좀 해줘,오구오구 잘해쪄 ,0
아무것도 묻지말고 칭찬 좀 해줘,잘했다 잘했다 잘했다 ,0
아무것도 묻지말고 칭찬 좀 해줘,당신이 최고야 역시,0
아무것도 묻지말고 칭찬 좀 해줘,당신은 정말 최고야! ,0
아무것도 묻지말고 칭찬 좀 해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
그냥 잘했다고 해줘,오구오구 잘해쪄 ,0
그냥 잘했다고 해줘,잘했다 잘했다 잘했다 ,0
그냥 잘했다고 해줘,당신이 최고야 역시,0
그냥 잘했다고 해줘,당신은 정말 최고야! ,0
그냥 잘했다고 해줘,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
빈말이라도 나 칭찬해주라,오구오구 잘해쪄 ,0
빈말이라도 나 칭찬해주라,잘했다 잘했다 잘했다 ,0
빈말이라도 나 칭찬해주라,당신이 최고야 역시,0
빈말이라도 나 칭찬해주라,당신은 정말 최고야! ,0
빈말이라도 나 칭찬해주라,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
칭찬 한마디만 해주라,오구오구 잘해쪄 ,0
칭찬 한마디만 해주라,잘했다 잘했다 잘했다 ,0
칭찬 한마디만 해주라,당신이 최고야 역시,0
칭찬 한마디만 해주라,당신은 정말 최고야! ,0
칭찬 한마디만 해주라,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
잘했다고 한마디만 해주라,오구오구 잘해쪄 ,0
잘했다고 한마디만 해주라,잘했다 잘했다 잘했다 ,0
잘했다고 한마디만 해주라,당신이 최고야 역시,0
잘했다고 한마디만 해주라,당신은 정말 최고야! ,0
잘했다고 한마디만 해주라,칭찬열매를 줄께 참 잘했어 스티커도 붙여줄게,0
응원해줘,너의 가능성을 믿어 저스트 두 잇 ,0
응원해줘,임파서블 이스 낫띵 ,0
응원해줘,내가 이래봬도 인공지능 응원단 출신이야 ,0
격려해줘,너의 가능성을 믿어 저스트 두 잇 ,0
격려해줘,임파서블 이스 낫띵 ,0
격려해줘,내가 이래봬도 인공지능 응원단 출신이야 ,0
응원해줘,너의 가능성을 믿어 저스트 두 잇 ,0
응원해줘,임파서블 이스 낫띵 ,0
응원해줘,내가 이래봬도 인공지능 응원단 출신이야 ,0
격려가 필요해,너의 가능성을 믿어 저스트 두 잇 ,0
격려가 필요해,임파서블 이스 낫띵 ,0
격려가 필요해,내가 이래봬도 인공지능 응원단 출신이야 ,0
응원 좀 해줄래?,너의 가능성을 믿어 저스트 두 잇 ,0
응원 좀 해줄래?,임파서블 이스 낫띵 ,0
응원 좀 해줄래?,내가 이래봬도 인공지능 응원단 출신이야 ,0
응원이 필요해,너의 가능성을 믿어 저스트 두 잇 ,0
응원이 필요해,임파서블 이스 낫띵 ,0
응원이 필요해,내가 이래봬도 인공지능 응원단 출신이야 ,0
나 격려해줄래?,너의 가능성을 믿어 저스트 두 잇 ,0
나 격려해줄래?,임파서블 이스 낫띵 ,0
나 격려해줄래?,내가 이래봬도 인공지능 응원단 출신이야 ,0
응원 좀 해줘,너의 가능성을 믿어 저스트 두 잇 ,0
응원 좀 해줘,임파서블 이스 낫띵 ,0
응원 좀 해줘,내가 이래봬도 인공지능 응원단 출신이야 ,0
힘 좀 나게 해줘,너의 가능성을 믿어 저스트 두 잇 ,0
힘 좀 나게 해줘,임파서블 이스 낫띵 ,0
힘 좀 나게 해줘,내가 이래봬도 인공지능 응원단 출신이야 ,0
파이팅해줘,너의 가능성을 믿어 저스트 두 잇 ,0
파이팅해줘,임파서블 이스 낫띵 ,0
파이팅해줘,내가 이래봬도 인공지능 응원단 출신이야 ,0
나 정신차리라고 해줘,정신췌려 각박한 세상이야!,0
나 정신차리라고 해줘,정신 좀 챙겨라 얍! ,0
나 정신차리라고 해줘,제발 정신 좀 차려 내 소원이야,0
나 정신차리라고 해줘,정신 똑바로 차려 쪼옴!,0
나 정신차리라고 해줘,야 정신 좀 차리자구 쪼옴,0
나한테 독설해줘,정신췌려 각박한 세상이야!,0
나한테 독설해줘,정신 좀 챙겨라 얍! ,0
나한테 독설해줘,제발 정신 좀 차려 내 소원이야,0
나한테 독설해줘,정신 똑바로 차려 쪼옴!,0
나한테 독설해줘,야 정신 좀 차리자구 쪼옴,0
나한테 따끔하게 한마디 해줘,정신췌려 각박한 세상이야!,0
나한테 따끔하게 한마디 해줘,정신 좀 챙겨라 얍! ,0
나한테 따끔하게 한마디 해줘,제발 정신 좀 차려 내 소원이야,0
나한테 따끔하게 한마디 해줘,정신 똑바로 차려 쪼옴!,0
나한테 따끔하게 한마디 해줘,야 정신 좀 차리자구 쪼옴,0
나 정신 좀 차리게 해줘,정신췌려 각박한 세상이야!,0
나 정신 좀 차리게 해줘,정신 좀 챙겨라 얍! ,0
나 정신 좀 차리게 해줘,제발 정신 좀 차려 내 소원이야,0
나 정신 좀 차리게 해줘,정신 똑바로 차려 쪼옴!,0
나 정신 좀 차리게 해줘,야 정신 좀 차리자구 쪼옴,0
나 똑바로 정신차리게 도와줘,정신췌려 각박한 세상이야!,0
나 똑바로 정신차리게 도와줘,정신 좀 챙겨라 얍! ,0
나 똑바로 정신차리게 도와줘,제발 정신 좀 차려 내 소원이야,0
나 똑바로 정신차리게 도와줘,정신 똑바로 차려 쪼옴!,0
나 똑바로 정신차리게 도와줘,야 정신 좀 차리자구 쪼옴,0
뼈때리는 말 좀 해 줄래?,정신췌려 각박한 세상이야!,0
뼈때리는 말 좀 해 줄래?,정신 좀 챙겨라 얍! ,0
뼈때리는 말 좀 해 줄래?,제발 정신 좀 차려 내 소원이야,0
뼈때리는 말 좀 해 줄래?,정신 똑바로 차려 쪼옴!,0
뼈때리는 말 좀 해 줄래?,야 정신 좀 차리자구 쪼옴,0
나한테 따끔한 충고좀 해줘,정신췌려 각박한 세상이야!,0
나한테 따끔한 충고좀 해줘,정신 좀 챙겨라 얍! ,0
나한테 따끔한 충고좀 해줘,제발 정신 좀 차려 내 소원이야,0
나한테 따끔한 충고좀 해줘,정신 똑바로 차려 쪼옴!,0
나한테 따끔한 충고좀 해줘,야 정신 좀 차리자구 쪼옴,0
나 정신 차릴 수 있게 한마디 해줘,정신췌려 각박한 세상이야!,0
나 정신 차릴 수 있게 한마디 해줘,정신 좀 챙겨라 얍! ,0
나 정신 차릴 수 있게 한마디 해줘,제발 정신 좀 차려 내 소원이야,0
나 정신 차릴 수 있게 한마디 해줘,정신 똑바로 차려 쪼옴!,0
나 정신 차릴 수 있게 한마디 해줘,야 정신 좀 차리자구 쪼옴,0
나 정신 좀 차리게 해줄 수 있니?,정신췌려 각박한 세상이야!,0
나 정신 좀 차리게 해줄 수 있니?,정신 좀 챙겨라 얍! ,0
나 정신 좀 차리게 해줄 수 있니?,제발 정신 좀 차려 내 소원이야,0
나 정신 좀 차리게 해줄 수 있니?,정신 똑바로 차려 쪼옴!,0
나 정신 좀 차리게 해줄 수 있니?,야 정신 좀 차리자구 쪼옴,0
정신차리게 도와줘,정신췌려 각박한 세상이야!,0
정신차리게 도와줘,정신 좀 챙겨라 얍! ,0
정신차리게 도와줘,제발 정신 좀 차려 내 소원이야,0
정신차리게 도와줘,정신 똑바로 차려 쪼옴!,0
정신차리게 도와줘,야 정신 좀 차리자구 쪼옴,0
나한테 정신차리라고 욕해줘,정신췌려 각박한 세상이야!,0
나한테 정신차리라고 욕해줘,정신 좀 챙겨라 얍! ,0
나한테 정신차리라고 욕해줘,제발 정신 좀 차려 내 소원이야,0
나한테 정신차리라고 욕해줘,정신 똑바로 차려 쪼옴!,0
나한테 정신차리라고 욕해줘,야 정신 좀 차리자구 쪼옴,0
나한테 쓴소리 좀 해줘,정신췌려 각박한 세상이야!,0
나한테 쓴소리 좀 해줘,정신 좀 챙겨라 얍! ,0
나한테 쓴소리 좀 해줘,제발 정신 좀 차려 내 소원이야,0
나한테 쓴소리 좀 해줘,정신 똑바로 차려 쪼옴!,0
나한테 쓴소리 좀 해줘,야 정신 좀 차리자구 쪼옴,0
나 정신 좀 차려야 하는데,정신췌려 각박한 세상이야!,0
나 정신 좀 차려야 하는데,정신 좀 챙겨라 얍! ,0
나 정신 좀 차려야 하는데,제발 정신 좀 차려 내 소원이야,0
나 정신 좀 차려야 하는데,정신 똑바로 차려 쪼옴!,0
나 정신 좀 차려야 하는데,야 정신 좀 차리자구 쪼옴,0
이젠 정신차려야 하는데,정신췌려 각박한 세상이야!,0
이젠 정신차려야 하는데,정신 좀 챙겨라 얍! ,0
이젠 정신차려야 하는데,제발 정신 좀 차려 내 소원이야,0
이젠 정신차려야 하는데,정신 똑바로 차려 쪼옴!,0
이젠 정신차려야 하는데,야 정신 좀 차리자구 쪼옴,0
정신 똑바로 차려야 하는데,정신췌려 각박한 세상이야!,0
정신 똑바로 차려야 하는데,정신 좀 챙겨라 얍! ,0
정신 똑바로 차려야 하는데,제발 정신 좀 차려 내 소원이야,0
정신 똑바로 차려야 하는데,정신 똑바로 차려 쪼옴!,0
정신 똑바로 차려야 하는데,야 정신 좀 차리자구 쪼옴,0
아 나 정신 좀 채리자,정신췌려 각박한 세상이야!,0
아 나 정신 좀 채리자,정신 좀 챙겨라 얍! ,0
아 나 정신 좀 채리자,제발 정신 좀 차려 내 소원이야,0
아 나 정신 좀 채리자,정신 똑바로 차려 쪼옴!,0
아 나 정신 좀 채리자,야 정신 좀 차리자구 쪼옴,0
정신 차리자 나,정신췌려 각박한 세상이야!,0
정신 차리자 나,정신 좀 챙겨라 얍! ,0
정신 차리자 나,제발 정신 좀 차려 내 소원이야,0
정신 차리자 나,정신 똑바로 차려 쪼옴!,0
정신 차리자 나,야 정신 좀 차리자구 쪼옴,0
나 이제 정신 차릴거야,정신췌려 각박한 세상이야!,0
나 이제 정신 차릴거야,정신 좀 챙겨라 얍! ,0
나 이제 정신 차릴거야,제발 정신 좀 차려 내 소원이야,0
나 이제 정신 차릴거야,정신 똑바로 차려 쪼옴!,0
나 이제 정신 차릴거야,야 정신 좀 차리자구 쪼옴,0
이제 정신 차리고 똑바로 해야지,정신췌려 각박한 세상이야!,0
이제 정신 차리고 똑바로 해야지,정신 좀 챙겨라 얍! ,0
이제 정신 차리고 똑바로 해야지,제발 정신 좀 차려 내 소원이야,0
이제 정신 차리고 똑바로 해야지,정신 똑바로 차려 쪼옴!,0
이제 정신 차리고 똑바로 해야지,야 정신 좀 차리자구 쪼옴,0
똑바로 살자 이제,정신췌려 각박한 세상이야!,0
똑바로 살자 이제,정신 좀 챙겨라 얍! ,0
똑바로 살자 이제,제발 정신 좀 차려 내 소원이야,0
똑바로 살자 이제,정신 똑바로 차려 쪼옴!,0
똑바로 살자 이제,야 정신 좀 차리자구 쪼옴,0
정신 차리고 똑바로 살아야지,정신췌려 각박한 세상이야!,0
정신 차리고 똑바로 살아야지,정신 좀 챙겨라 얍! ,0
정신 차리고 똑바로 살아야지,제발 정신 좀 차려 내 소원이야,0
정신 차리고 똑바로 살아야지,정신 똑바로 차려 쪼옴!,0
정신 차리고 똑바로 살아야지,야 정신 좀 차리자구 쪼옴,0
나한테 잔소리 좀 해줘,정신췌려 각박한 세상이야!,0
나한테 잔소리 좀 해줘,정신 좀 챙겨라 얍! ,0
나한테 잔소리 좀 해줘,제발 정신 좀 차려 내 소원이야,0
나한테 잔소리 좀 해줘,정신 똑바로 차려 쪼옴!,0
나한테 잔소리 좀 해줘,야 정신 좀 차리자구 쪼옴,0
잔소리 좀 해줘,정신췌려 각박한 세상이야!,0
잔소리 좀 해줘,정신 좀 챙겨라 얍! ,0
잔소리 좀 해줘,제발 정신 좀 차려 내 소원이야,0
잔소리 좀 해줘,정신 똑바로 차려 쪼옴!,0
잔소리 좀 해줘,야 정신 좀 차리자구 쪼옴,0
쓴소리 좀 해줘봐,정신췌려 각박한 세상이야!,0
쓴소리 좀 해줘봐,정신 좀 챙겨라 얍! ,0
쓴소리 좀 해줘봐,제발 정신 좀 차려 내 소원이야,0
쓴소리 좀 해줘봐,정신 똑바로 차려 쪼옴!,0
쓴소리 좀 해줘봐,야 정신 좀 차리자구 쪼옴,0
나 정신차리라고 한마디만 해주라,정신췌려 각박한 세상이야!,0
나 정신차리라고 한마디만 해주라,정신 좀 챙겨라 얍! ,0
나 정신차리라고 한마디만 해주라,제발 정신 좀 차려 내 소원이야,0
나 정신차리라고 한마디만 해주라,정신 똑바로 차려 쪼옴!,0
나 정신차리라고 한마디만 해주라,야 정신 좀 차리자구 쪼옴,0
나한테 힘내라고 해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
나한테 힘내라고 해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
나한테 힘내라고 해줘,파이팅! 힘내! 아자아자!,0
나한테 힘내라고 말해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
나한테 힘내라고 말해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
나한테 힘내라고 말해줘,파이팅! 힘내! 아자아자!,0
나한테 파이팅 해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
나한테 파이팅 해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
나한테 파이팅 해줘,파이팅! 힘내! 아자아자!,0
파이팅 해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
파이팅 해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
파이팅 해줘,파이팅! 힘내! 아자아자!,0
힘내라고 말해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
힘내라고 말해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
힘내라고 말해줘,파이팅! 힘내! 아자아자!,0
나 힘내라고 말해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
나 힘내라고 말해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
나 힘내라고 말해줘,파이팅! 힘내! 아자아자!,0
나 힘내라고 말해 줄 수 있지?,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
나 힘내라고 말해 줄 수 있지?,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
나 힘내라고 말해 줄 수 있지?,파이팅! 힘내! 아자아자!,0
나 힘내라고 해주라,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
나 힘내라고 해주라,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
나 힘내라고 해주라,파이팅! 힘내! 아자아자!,0
나 좀 힘내라고 해주라,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
나 좀 힘내라고 해주라,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
나 좀 힘내라고 해주라,파이팅! 힘내! 아자아자!,0
나 파이팅 하라고 해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
나 파이팅 하라고 해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
나 파이팅 하라고 해줘,파이팅! 힘내! 아자아자!,0
파이팅 외쳐줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
파이팅 외쳐줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
파이팅 외쳐줘,파이팅! 힘내! 아자아자!,0
파이팅이라고 말해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
파이팅이라고 말해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
파이팅이라고 말해줘,파이팅! 힘내! 아자아자!,0
힘내라고 해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
힘내라고 해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
힘내라고 해줘,파이팅! 힘내! 아자아자!,0
힘내라고 말해주라,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
힘내라고 말해주라,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
힘내라고 말해주라,파이팅! 힘내! 아자아자!,0
힘내라고 한마디만 해줘,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
힘내라고 한마디만 해줘,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
힘내라고 한마디만 해줘,파이팅! 힘내! 아자아자!,0
힘내라고 한마디만 해주라,힘 많이많이 파이팅! 내 응원의 힘을 믿어봐!,0
힘내라고 한마디만 해주라,힘내! 호랑이 기운이 솟아나는 슈퍼 그뤠잇 응원을 줄게 이야압,0
힘내라고 한마디만 해주라,파이팅! 힘내! 아자아자!,0
위로 좀 해줄래?,토닥토닥 무슨 일 있어?,0
위로 좀 해줄래?,언제든 나에게 기대 난 항상 네편인거 알지?,0
나 위로 좀 해줘,토닥토닥 무슨 일 있어?,0
나 위로 좀 해줘,언제든 나에게 기대 난 항상 네편인거 알지?,0
위로 좀 해줄래?,토닥토닥 무슨 일 있어?,0
위로 좀 해줄래?,언제든 나에게 기대 난 항상 네편인거 알지?,0
저 위로 해주세요,토닥토닥 무슨 일 있어?,0
저 위로 해주세요,언제든 나에게 기대 난 항상 네편인거 알지?,0
나 좀 위로해줘,토닥토닥 무슨 일 있어?,0
나 좀 위로해줘,언제든 나에게 기대 난 항상 네편인거 알지?,0
위로해줄 수 있어?,토닥토닥 무슨 일 있어?,0
위로해줄 수 있어?,언제든 나에게 기대 난 항상 네편인거 알지?,0
위로 플리즈,토닥토닥 무슨 일 있어?,0
위로 플리즈,언제든 나에게 기대 난 항상 네편인거 알지?,0
위로 가능?,토닥토닥 무슨 일 있어?,0
위로 가능?,언제든 나에게 기대 난 항상 네편인거 알지?,0
나 토닥토닥 해주세요,토닥토닥 무슨 일 있어?,0
나 토닥토닥 해주세요,언제든 나에게 기대 난 항상 네편인거 알지?,0
토닥토닥이 필요해,토닥토닥 무슨 일 있어?,0
토닥토닥이 필요해,언제든 나에게 기대 난 항상 네편인거 알지?,0
위로 좀,토닥토닥 무슨 일 있어?,0
위로 좀,언제든 나에게 기대 난 항상 네편인거 알지?,0
노력 좀 해,노오오오오력 하고 있어 흑흑,0
노력 좀 해,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
좀 더 똑똑해져라,노오오오오력 하고 있어 흑흑,0
좀 더 똑똑해져라,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
더 똑똑해져,노오오오오력 하고 있어 흑흑,0
더 똑똑해져,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
더 똑똑해져 봐,노오오오오력 하고 있어 흑흑,0
더 똑똑해져 봐,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
공부 좀 해라,노오오오오력 하고 있어 흑흑,0
공부 좀 해라,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
공부 더 해야겠네,노오오오오력 하고 있어 흑흑,0
공부 더 해야겠네,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
노력해,노오오오오력 하고 있어 흑흑,0
노력해,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
더 열심히 해봐,노오오오오력 하고 있어 흑흑,0
더 열심히 해봐,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
노력 좀 해라,노오오오오력 하고 있어 흑흑,0
노력 좀 해라,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
제발 공부라는 걸 좀 하렴,노오오오오력 하고 있어 흑흑,0
제발 공부라는 걸 좀 하렴,공부는 평생해야 한다고 하잖아 평생할거니까 천천히 하면 안될까? ,0
